dataset_id,smiles_protonated,smiles_deprotonated,pKa,reaction_center_atom_idx,reaction_center_atom_symbol,reaction_center_charge_protonated,reaction_center_charge_deprotonated,reaction_center_Hs_protonated,reaction_center_Hs_deprotonated,reaction_center_hybridization,reaction_center_is_aromatic,reaction_center_is_in_ring,reaction_center_total_valence,internal_id_protonated,internal_id_deprotonated
mol933,CC1(Cc2ccccc2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O,CC1(Cc2ccccc2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,"6,300",19,O,0,-1,1,0,SP2,FALSE,FALSE,2,1843,1844
mol934,CC1(O)CC[NH+](Cc2ccc(OC3CN(C(=O)c4nnc(-c5ccccc5)o4)C3)cc2)C1,CC1(O)CCN(Cc2ccc(OC3CN(C(=O)c4nnc(-c5ccccc5)o4)C3)cc2)C1,"9,000",4,N,1,0,1,0,SP3,FALSE,TRUE,4,1845,1846
mol935,CC1([N+](C)(C)C)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,CC1([N+](C)(C)C)CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2F)C1,"6,030",19,O,0,-1,1,0,SP2,FALSE,FALSE,2,1847,1848
mol936,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)[NH+]=C(N)c2ccccc2O1,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)c2ccccc2O1,"7,300",2,N,1,0,1,0,SP2,FALSE,TRUE,4,1850,1849
mol937,CC1(c2cccc(-c3cccc(Cl)c3)c2)[NH+]=C(N)CCO1,CC1(c2cccc(-c3cccc(Cl)c3)c2)N=C(N)CCO1,"9,300",2,N,1,0,1,0,SP2,FALSE,TRUE,4,1851,1852
mol938,CC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)CCS1,CC1(c2cccc(-c3cncnc3)c2)N=C(N)CCS1,"9,100",2,N,1,0,1,0,SP2,FALSE,TRUE,4,1853,1854
mol939,CC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)c2c(F)cccc2O1,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2c(F)cccc2O1,"6,900",2,N,1,0,1,0,SP2,FALSE,TRUE,4,1856,1855
mol940,CC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)c2ccccc2O1,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,"8,100",2,N,1,0,1,0,SP2,FALSE,TRUE,4,1857,1858
mol941,CC1(c2cccc(-c3cncnc3)c2)[NH+]=C(N)c2ccccc2S1,CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2S1,"8,300",2,N,1,0,1,0,SP2,FALSE,TRUE,4,1859,1860
mol942,CC1(c2cccc(NC(=O)c3ccccn3)c2)CSC(N)=[NH+]1,CC1(c2cccc(NC(=O)c3ccccn3)c2)CSC(N)=N1,"8,300",5,N,1,0,1,0,SP2,FALSE,TRUE,4,1861,1862
mol943,CC1(c2ccccc2)COCC(N)=[NH+]1,CC1(c2ccccc2)COCC(N)=N1,"9,800",6,N,1,0,1,0,SP2,FALSE,TRUE,4,1863,1864
mol944,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,CC1(c2ccccc2)Cc2cc(OCC(=O)[O-])c(Cl)c(Cl)c2C1=O,"3,700",17,O,0,-1,1,0,SP2,FALSE,FALSE,2,1865,1866
mol945,CC1(c2ccccc2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O,CC1(c2ccccc2)Cc2cc(OCCCC(=O)[O-])c(Cl)c(Cl)c2C1=O,"6,400",19,O,0,-1,1,0,SP2,FALSE,FALSE,2,1867,1868
mol946,CC12CC3(C)CC(C)(C1)CC([NH3+])(C2)C3,CC12CC3(C)CC(C)(C1)CC(N)(C2)C3,"10,580",11,N,1,0,3,2,SP3,FALSE,FALSE,4,1869,1870
mol947,CC12CC3CC(C)(C1)CC([NH3+])(C3)C2,CC12CC3CC(C)(C1)CC(N)(C3)C2,"10,420",11,N,1,0,3,2,SP3,FALSE,FALSE,4,1871,1872
mol948,CC12CC3CC(C1)CC([NH3+])(C3)C2,CC12CC3CC(C1)CC(N)(C3)C2,"10,560",11,N,1,0,3,2,SP3,FALSE,FALSE,4,1873,1874
mol949,CC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,CC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,"3,750",20,O,0,-1,1,0,SP2,FALSE,FALSE,2,1875,1876
mol950,CC12C[NH+]3CC(C)(C1)CC(C)(C3)C2,CC12CN3CC(C)(C1)CC(C)(C3)C2,"10,700",8,N,1,0,1,0,SP3,FALSE,TRUE,4,1877,1878
mol951,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,"4,510",19,O,0,-1,1,0,SP2,FALSE,FALSE,2,1879,1880
mol952,CC1=C(C)C(C(C)C(=O)O)=CC1=O,CC1=C(C)C(C(C)C(=O)[O-])=CC1=O,"3,100",11,O,0,-1,1,0,SP2,FALSE,FALSE,2,1881,1882
mol953,CC1=C(C)C(C(C)C(=O)O)CC1=O,CC1=C(C)C(C(C)C(=O)[O-])CC1=O,"4,400",11,O,0,-1,1,0,SP2,FALSE,FALSE,2,1883,1884
mol954,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,"4,500",24,O,0,-1,1,0,SP2,FALSE,FALSE,2,1885,1886
mol955,CC1=C(CC(C)[NH2+]CC(O)c2ccc(Br)cc2)CCC1(C)C,CC1=C(CC(C)NCC(O)c2ccc(Br)cc2)CCC1(C)C,"8,570",11,N,1,0,2,1,SP3,FALSE,FALSE,4,1887,1888
mol956,CC1=C(CC(C)[NH2+]CC(O)c2ccc(C)cc2)CCC1(C)C,CC1=C(CC(C)NCC(O)c2ccc(C)cc2)CCC1(C)C,"8,710",9,N,1,0,2,1,SP3,FALSE,FALSE,4,1889,1890
mol957,CC1=C(CC(C)[NH2+]CC(O)c2ccc(Cl)cc2)CCC1(C)C,CC1=C(CC(C)NCC(O)c2ccc(Cl)cc2)CCC1(C)C,"8,550",11,N,1,0,2,1,SP3,FALSE,FALSE,4,1891,1892
mol958,CC1=C(CC(C)[NH2+]CC(O)c2ccc(F)cc2)CCC1(C)C,CC1=C(CC(C)NCC(O)c2ccc(F)cc2)CCC1(C)C,"8,510",11,N,1,0,2,1,SP3,FALSE,FALSE,4,1893,1894
mol959,CC1=C(CC(C)[NH2+]CC(O)c2ccccc2)CCC1(C)C,CC1=C(CC(C)NCC(O)c2ccccc2)CCC1(C)C,"8,840",11,N,1,0,2,1,SP3,FALSE,FALSE,4,1895,1896
mol960,CC1=C(O)C(Cc2ccc(Br)cc2)CC1=O,CC1=C([O-])C(Cc2ccc(Br)cc2)CC1=O,"4,240",15,O,0,-1,1,0,SP2,FALSE,FALSE,2,1897,1898
mol961,CC1=C(O)C(Cc2ccccc2)CC1=O,CC1=C([O-])C(Cc2ccccc2)CC1=O,"4,470",14,O,0,-1,1,0,SP2,FALSE,FALSE,2,1899,1900
mol962,CC1=C(O)CC(C)(C)CC1=O,CC1=C([O-])CC(C)(C)CC1=O,"5,600",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,1901,1902
mol963,CC1=C(O)CCC1=O,CC1=C([O-])CCC1=O,"4,470",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,1903,1904
mol964,CC1=C(O)c2ccccc2C1=O,CC1=C([O-])c2ccccc2C1=O,"6,170",11,O,0,-1,1,0,SP2,FALSE,FALSE,2,1905,1906
mol965,CC1=CC=CC(C#N)[C@H]1c1cccc2c1-c1cccc3c1[C@@H](C2)[NH+](C)CC3,CC1=CC=CC(C#N)[C@H]1c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,"7,300",21,N,1,0,1,0,SP3,FALSE,TRUE,4,1908,1907
mol966,CC1=CCCC[NH+]1C,CC1=CCCCN1C,"11,420",6,N,1,0,1,0,SP3,FALSE,TRUE,4,1909,1910
mol967,CC1=CCC[NH+]1C,CC1=CCCN1C,"11,940",5,N,1,0,1,0,SP3,FALSE,TRUE,4,1911,1912
mol968,CC1=CC[NH+]2CC[C@@H](O)[C@@H]12,CC1=CCN2CC[C@@H](O)[C@@H]12,"9,600",4,N,1,0,1,0,SP3,FALSE,TRUE,4,1913,1914
mol969,CC1=CSC2=[NH+]CCCN12,CC1=CSC2=NCCCN12,"10,310",5,N,1,0,1,0,SP2,FALSE,TRUE,4,1915,1916
mol970,CC1=CSC2=[NH+]CCN12,CC1=CSC2=NCCN12,"9,810",5,N,1,0,1,0,SP2,FALSE,TRUE,4,1917,1918
mol971,CC1=C[C@H]2CC[C@@H](O)[C@H]2[NH+]1C,CC1=C[C@H]2CC[C@@H](O)[C@H]2N1C,"11,700",8,N,1,0,1,0,SP3,FALSE,TRUE,4,1919,1920
mol972,CC1=C[NH+](C)CC1C,CC1=CN(C)CC1C,"9,600",3,N,1,0,1,0,SP3,FALSE,TRUE,4,1921,1922
mol974,CC1=[NH+]CCS1,CC1=NCCS1,"5,290",2,N,1,0,1,0,SP2,FALSE,TRUE,4,1923,1924
mol976,CC1=NN(c2ccc(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])cc2)C(=O)C1,CC1=NN(c2ccc(OCCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])cc2)C(=O)[CH+]1,"7,150",6,C,0,1,2,1,SP3,FALSE,TRUE,4,1926,1925
mol977,CC1=NN(c2ccc(OCCCCCCO[N+](=O)[O-])cc2)C(=O)C1,CC1=NN(c2ccc(OCCCCCCO[N+](=O)[O-])cc2)C(=O)[CH+]1,"7,120",6,C,0,1,2,1,SP3,FALSE,TRUE,4,1928,1927
mol978,CC1=NN(c2ccc(OCCCO[N+](=O)[O-])cc2)C(=O)C1,CC1=NN(c2ccc(OCCCO[N+](=O)[O-])cc2)C(=O)[CH+]1,"7,110",6,C,0,1,2,1,SP3,FALSE,TRUE,4,1930,1929
mol979,CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3-c3ccccc3)cc2)C(=O)C1,CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3-c3ccccc3)cc2)C(=O)[CH+]1,"7,090",6,C,0,1,2,1,SP3,FALSE,TRUE,4,1932,1931
mol980,CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)C(=O)C1,CC1=NN(c2ccc(OCCCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)C(=O)[CH+]1,"7,120",6,C,0,1,2,1,SP3,FALSE,TRUE,4,1934,1933
mol981,CC1=NN(c2ccc(OCc3no[n+]([O-])c3C#N)cc2)C(=O)C1,CC1=NN(c2ccc(OCc3no[n+]([O-])c3C#N)cc2)C(=O)[CH+]1,"7,060",6,C,0,1,2,1,SP3,FALSE,TRUE,4,1936,1935
mol982,CC1=N[C@@](Cc2ccccc2)(c2cccc(-c3cncnc3)c2)[NH+]=C1N,CC1=N[C@@](Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,"6,000",4,N,1,0,1,0,SP2,FALSE,TRUE,4,1938,1937
mol983,CC1C(N=O)C[C@@H]2[NH+]=C(c3ccccc3)O[C@@]13[C@@H]1OC(=O)[C@H](C)[C@H]1CC[C@]23C,CC1C(N=O)C[C@@H]2N=C(c3ccccc3)O[C@@]13[C@@H]1OC(=O)[C@H](C)[C@H]1CC[C@]23C,"4,675",17,N,1,0,1,0,SP2,FALSE,TRUE,4,1939,1940
mol984,CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1cccc[nH+]1,CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1ccccn1,"5,270",19,N,1,0,1,0,SP2,TRUE,TRUE,4,1941,1942
mol985,CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1ccc[nH+]c1,CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1cccnc1,"4,140",18,N,1,0,1,0,SP2,TRUE,TRUE,4,1943,1944
mol986,CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1cc[nH+]cc1,CC1C2c3ccccc3C(c3ccccc32)C1C(=O)Nc1ccncc1,"5,270",17,N,1,0,1,0,SP2,TRUE,TRUE,4,1945,1946
mol987,CC1C2c3ccccc3C(c3ccccc32)C1C[NH+](C)C,CC1C2c3ccccc3C(c3ccccc32)C1CN(C)C,"8,990",18,N,1,0,1,0,SP3,FALSE,FALSE,4,1947,1948
mol988,CC1C=CC=C(C#N)[C@@H]1c1cccc2c1-c1cccc3c1[C@@H](C2)[NH+](C)CC3,CC1C=CC=C(C#N)[C@@H]1c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,"7,300",21,N,1,0,1,0,SP3,FALSE,TRUE,4,1950,1949
mol989,CC1CC(=O)N(O)C1(C)C,CC1CC(=O)N([O-])C1(C)C,"8,850",9,O,0,-1,1,0,SP3,FALSE,FALSE,2,1951,1952
mol990,CC1CC(C(=O)O)=[N+]([O-])C1(C)C,CC1CC(C(=O)[O-])=[N+]([O-])C1(C)C,"2,850",11,O,0,-1,1,0,SP2,FALSE,FALSE,2,1953,1954
mol991,CC1CC(C)C(O)=CC1=O,CC1CC(C)C([O-])=CC1=O,"5,620",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,1955,1956
mol992,CC1CC(OCC(O)C[NH2+]C(C)(C)C)CC(C)(C)C1,CC1CC(OCC(O)CNC(C)(C)C)CC(C)(C)C1,"9,940",13,N,1,0,2,1,SP3,FALSE,FALSE,4,1957,1958
mol993,CC1CC(O)=CC(=O)O1,CC1CC([O-])=CC(=O)O1,"5,100",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,1959,1960
mol994,CC1CC2CC[NH+]1CC2,CC1CC2CCN1CC2,"11,330",6,N,1,0,1,0,SP3,FALSE,TRUE,4,1961,1962
mol995,CC1CCC(O)(C(C(=O)O)c2ccc(-c3ccccc3)cc2)CC1,CC1CCC(O)(C(C(=O)[O-])c2ccc(-c3ccccc3)cc2)CC1,"3,450",22,O,0,-1,1,0,SP2,FALSE,FALSE,2,1963,1964
mol996,CC1CCCC(C(=O)O)c2nnnn21,CC1CCCC(C(=O)[O-])c2nnnn21,"3,300",13,O,0,-1,1,0,SP2,FALSE,FALSE,2,1965,1966
mol997,CC1CCCC(C)(C)[NH+]1C,CC1CCCC(C)(C)N1C,"10,760",6,N,1,0,1,0,SP3,FALSE,TRUE,4,1967,1968
mol998,CC1CCCC(C)(C)[NH2+]1,CC1CCCC(C)(C)N1,"11,270",6,N,1,0,2,1,SP3,FALSE,TRUE,4,1969,1970
mol999,CC1CCCC(C)C1C(=O)O,CC1CCCC(C)C1C(=O)[O-],"4,880",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,1971,1972
mol1000,CC1CCCCC1=N,CC1CCCCC1=[N-],"9,380",7,N,0,-1,1,0,SP2,FALSE,FALSE,3,1973,1974
mol1001,CC1CCCC[NH+]1C,CC1CCCCN1C,"10,260",6,N,1,0,1,0,SP3,FALSE,TRUE,4,1975,1976
mol1002,CC1CCCC[NH2+]1,CC1CCCCN1,"10,980",6,N,1,0,2,1,SP3,FALSE,TRUE,4,1977,1978
mol1003,CC1CCCN1C(=O)c1ccc2cc(OC3CC[NH+](C(C)C)CC3)ccc2c1,CC(C)N1CCC(Oc2ccc3cc(C(=O)N4CCCC4C)ccc3c2)CC1,"9,710",22,N,1,0,1,0,SP3,FALSE,TRUE,4,1979,1980
mol1004,CC1CCC[C@H](C(C)C(=O)O)C1,CC1CCC[C@H](C(C)C(=O)[O-])C1,"4,590",11,O,0,-1,1,0,SP2,FALSE,FALSE,2,1981,1982
mol1005,CC1CCC[NH+](C(C)C=C(c2cccs2)c2cccs2)C1,CC1CCCN(C(C)C=C(c2cccs2)c2cccs2)C1,"8,280",5,N,1,0,1,0,SP3,FALSE,TRUE,4,1983,1984
mol1006,CC1CCC[NH+]1C,CC1CCCN1C,"10,240",5,N,1,0,1,0,SP3,FALSE,TRUE,4,1985,1986
mol1007,CC1CCC[NH2+]C1,CC1CCCNC1,"10,920",5,N,1,0,2,1,SP3,FALSE,TRUE,4,1987,1988
mol1008,CC1CCN(C(=O)c2ccc3cc(OC4CC[NH+](C(C)C)C4)ccc3c2)CC1,CC1CCN(C(=O)c2ccc3cc(OC4CCN(C(C)C)C4)ccc3c2)CC1,"9,400",23,N,1,0,1,0,SP3,FALSE,TRUE,4,1989,1990
mol1009,CC1CCN(C(=O)c2ccc3cc(OC4CC[NH+](C(C)C)CC4)ccc3c2)CC1,CC1CCN(C(=O)c2ccc3cc(OC4CCN(C(C)C)CC4)ccc3c2)CC1,"9,600",23,N,1,0,1,0,SP3,FALSE,TRUE,4,1991,1992
mol1010,CC1CCN(C(=O)c2ccc3cc(OCCC4CCC[NH+]4C)ccc3c2)CC1,CC1CCN(C(=O)c2ccc3cc(OCCC4CCCN4C)ccc3c2)CC1,"9,900",26,N,1,0,1,0,SP3,FALSE,TRUE,4,1993,1994
mol1011,CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCCCC4)ccc3c2)CC1,CC1CCN(C(=O)c2ccc3cc(OCCCN4CCCCC4)ccc3c2)CC1,"9,860",23,N,1,0,1,0,SP3,FALSE,TRUE,4,1995,1996
mol1012,CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCCCC4)ccc3n2)CC1,CC1CCN(C(=O)c2ccc3cc(OCCCN4CCCCC4)ccc3n2)CC1,"9,700",23,N,1,0,1,0,SP3,FALSE,TRUE,4,1997,1998
mol1013,CC1CCN(C(=O)c2ccc3cc(OCCC[NH+]4CCOCC4)ccc3c2)CC1,CC1CCN(C(=O)c2ccc3cc(OCCCN4CCOCC4)ccc3c2)CC1,"7,800",23,N,1,0,1,0,SP3,FALSE,TRUE,4,1999,2000
mol1014,CC1CC[NH+]([O-])C1(C)C,CC1CCN([O-])C1(C)C,"5,900",4,N,1,0,1,0,SP3,FALSE,TRUE,4,2001,2002
mol1015,CC1CC[C@H](O)[C@@H]([NH3+])C1,CC1CC[C@H](O)[C@@H](N)C1,"9,500",7,N,1,0,3,2,SP3,FALSE,FALSE,4,2003,2004
mol1016,CC1CC[NH+](C(C)C=C(c2cccs2)c2cccs2)CC1,CC1CCN(C(C)C=C(c2cccs2)c2cccs2)CC1,"8,200",4,N,1,0,1,0,SP3,FALSE,TRUE,4,2005,2006
mol1017,CC1CC[NH+](C)C(C)(C)C1,CC1CCN(C)C(C)(C)C1,"10,240",4,N,1,0,1,0,SP3,FALSE,TRUE,4,2007,2008
mol1018,CC1CC[NH+](CC[C@H]2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1,"10,400",4,N,1,0,1,0,SP3,FALSE,TRUE,4,2009,2010
mol1019,CC1CC[NH2+]1,CC1CCN1,"10,960",4,N,1,0,2,1,SP3,FALSE,TRUE,4,2011,2012
mol1020,CC1CC[NH2+]C(C)(C)C1,CC1CCNC(C)(C)C1,"11,100",4,N,1,0,2,1,SP3,FALSE,TRUE,4,2013,2014
mol1021,CC1CC[NH2+]CC1,CC1CCNCC1,"10,890",4,N,1,0,2,1,SP3,FALSE,TRUE,4,2015,2016
mol1022,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,"6,800",25,O,0,-1,1,0,SP2,FALSE,FALSE,2,2017,2018
mol1023,CC1CCn2nnnc2C(C(=O)O)C1,CC1CCn2nnnc2C(C(=O)[O-])C1,"3,200",13,O,0,-1,1,0,SP2,FALSE,FALSE,2,2019,2020
mol1024,CC1C[NH+]=C(C(C)(C)C)S1,CC1CN=C(C(C)(C)C)S1,"5,020",3,N,1,0,1,0,SP2,FALSE,TRUE,4,2021,2022
mol1025,CC1C[NH+]2CCC1CC2,CC1CN2CCC1CC2,"11,290",3,N,1,0,1,0,SP3,FALSE,TRUE,4,2023,2024
mol1027,CC1NC(=[NH+]CC(F)F)Nc2c(Cl)ccc(Cl)c21,CC1NC(=NCC(F)F)Nc2c(Cl)ccc(Cl)c21,"7,800",10,N,1,0,1,0,SP2,FALSE,FALSE,4,2025,2026
mol1028,CC1NC(=[NH+]CC(F)F)Nc2ccc(Cl)c(Cl)c21,CC1NC(=NCC(F)F)Nc2ccc(Cl)c(Cl)c21,"8,500",12,N,1,0,1,0,SP2,FALSE,FALSE,4,2027,2028
mol1029,CC1NC(=[NH+]CC(F)F)Nc2cccc(Cl)c21,CC1NC(=NCC(F)F)Nc2cccc(Cl)c21,"8,900",11,N,1,0,1,0,SP2,FALSE,FALSE,4,2029,2030
mol1030,CC1NC(=[NH+]CC(F)F)Nc2ccccc21,CC1NC(=NCC(F)F)Nc2ccccc21,"9,700",10,N,1,0,1,0,SP2,FALSE,FALSE,4,2031,2032
mol1031,CC1[NH2+]OCc2ccccc21,CC1NOCc2ccccc21,"3,700",10,N,1,0,2,1,SP3,FALSE,TRUE,4,2033,2034
mol1032,CC1O[NH2+]Cc2ccccc21,CC1ONCc2ccccc21,"3,600",9,N,1,0,2,1,SP3,FALSE,TRUE,4,2035,2036
mol1033,CC1[NH+]=C(N)Nc2cccc(Cl)c21,CC1N=C(N)Nc2cccc(Cl)c21,"9,900",11,N,1,0,1,0,SP2,FALSE,TRUE,4,2037,2038
mol1034,CC1[NH+]=C(N)Nc2ccccc21,CC1N=C(N)Nc2ccccc21,"10,500",10,N,1,0,1,0,SP2,FALSE,TRUE,4,2039,2040
mol1035,CC=C(C)C=C(C)C(=O)C[C@@H](O)CC1CC(=O)NC(=O)C1,CC=C(C)C=C(C)C(=O)C[C@@H](O)CC1CC(=O)[N-]C(=O)C1,"11,200",16,N,0,-1,1,0,SP2,FALSE,TRUE,3,2041,2042
mol1036,CCC#CC(=O)O,CCC#CC(=O)[O-],"2,600",6,O,0,-1,1,0,SP2,FALSE,FALSE,2,2043,2044
mol1037,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,"8,723",8,N,1,0,1,0,SP3,FALSE,FALSE,4,2045,2046
mol1038,CCC(=O)C(CC(C)[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,CCC(=O)C(CC(C)N1CCCCC1)(c1ccccc1)c1ccccc1,"8,580",8,N,1,0,1,0,SP3,FALSE,TRUE,4,2047,2048
mol1039,CCC(=O)C(CC(C)[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1,"6,890",8,N,1,0,1,0,SP3,FALSE,TRUE,4,2050,2049
mol1040,CCC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,"9,230",7,N,1,0,1,0,SP3,FALSE,FALSE,4,2051,2052
mol1041,CCC(=O)C(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,"8,860",7,N,1,0,1,0,SP3,FALSE,TRUE,4,2053,2054
mol1042,CCC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,CCC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1,"6,980",7,N,1,0,1,0,SP3,FALSE,TRUE,4,2056,2055
mol1043,CCC(=O)C(C[C@H](C)[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,CCC(=O)C(C[C@H](C)N1CCOCC1)(c1ccccc1)c1ccccc1,"6,730",8,N,1,0,1,0,SP3,FALSE,TRUE,4,2058,2057
mol1044,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)C[NH+]1CCOCC1,CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN1CCOCC1,"7,120",20,N,1,0,1,0,SP3,FALSE,TRUE,4,2060,2059
mol1045,CCC(=O)C(c1ccccc1)(c1ccccc1)[C@@H](C)C[NH+](C)C,CCC(=O)C(c1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,"8,070",20,N,1,0,1,0,SP3,FALSE,FALSE,4,2061,2062
mol1046,CCC(=O)C=C(O)CC,CCC(=O)C=C([O-])CC,"9,820",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,2063,2064
mol1047,CCC(=O)CN=O,CCC(=O)[CH-]N=O,"8,370",4,C,0,-1,2,1,SP3,FALSE,FALSE,4,2065,2066
mol1048,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,"7,850",14,N,1,0,1,0,SP3,FALSE,TRUE,4,2067,2068
mol1049,CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCn2nnn(CC)c2=O)CC1,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,"6,500",14,N,1,0,1,0,SP3,FALSE,TRUE,4,2070,2069
mol1050,CCC(=O)N(c1ccccc1)C1CC[NH+](CCc2ccccc2)CC1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,"8,430",14,N,1,0,1,0,SP3,FALSE,TRUE,4,2071,2072
mol1051,CCC(=O)NO,CCC(=O)N[O-],"9,460",5,O,0,-1,1,0,SP3,FALSE,FALSE,2,2073,2074
mol1052,CCC(=O)[NH2+]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,"4,900",4,N,1,0,2,1,SP3,FALSE,FALSE,4,2075,2076
mol1053,CCC(=O)OC(C)C[NH+](C)C,CCC(=O)OC(C)CN(C)C,"8,260",8,N,1,0,1,0,SP3,FALSE,FALSE,4,2077,2078
mol1054,CCC(=O)OCC[NH+](C)C,CCC(=O)OCCN(C)C,"8,290",7,N,1,0,1,0,SP3,FALSE,FALSE,4,2079,2080
mol1055,CCC(=O)OO,CCC(=O)O[O-],"8,100",5,O,0,-1,1,0,SP3,FALSE,FALSE,2,2081,2082
mol1056,CCC(=O)O[C@@]1(c2ccccc2)CC[NH+](C)C[C@H]1C,CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@H]1C,"8,660",8,N,1,0,1,0,SP3,FALSE,TRUE,4,2083,2084
mol1057,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)C[NH+](C)C,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,"9,200",22,N,1,0,1,0,SP3,FALSE,FALSE,4,2085,2086
mol1058,CCC(=O)SCC[NH+](C)C,CCC(=O)SCCN(C)C,"8,280",7,N,1,0,1,0,SP3,FALSE,FALSE,4,2087,2088
mol1059,CCC(=O)O,CCC(=O)[O-],"4,850",4,O,0,-1,1,0,SP2,FALSE,FALSE,2,2089,2090
mol1060,CCC(=O)c1cc(C(=O)C(C)(C)C)n[nH]1,CCC(=O)c1cc(C(=O)C(C)(C)C)n[n-]1,"9,700",8,N,0,-1,1,0,SP2,TRUE,TRUE,3,2091,2092
